1470220821786;"nbDocs";"average";"imediate"
1470220822288;100.0;142.2475128173828;199.20318603515625
1470220822788;287.0;238.37208557128906;373.2535095214844
1470220823788;667.0;302.631591796875;380.0
1470220824789;1233.0;384.7113952636719;565.4345703125
1470220825289;1566.0;422.67205810546875;666.0
1470220830291;4233.0;486.1605529785156;533.1867065429688
1470220835292;6713.0;489.7140197753906;495.90081787109375
1470220840294;9113.0;487.06573486328125;479.8080749511719
1470220845295;11503.0;485.13348388671875;477.9044189453125
1470220850297;14043.0;489.08160400390625;507.796875
1470220855320;16473.0;488.29144287109375;483.7746276855469
1470220860321;19033.0;491.3390197753906;511.8976135253906
1470220865323;21503.0;491.6207580566406;493.802490234375
1470220870337;23993.0;492.1338195800781;496.6094665527344
1470220875356;26343.0;489.9018249511719;468.22076416015625
1470220880358;28623.0;487.0010681152344;455.8176574707031
1470220885360;31063.0;487.0640869140625;487.8049011230469
1470220890361;33593.0;488.4336242675781;505.8988342285156
1470220895363;36123.0;489.61083984375;505.7976989746094
1470220900364;38593.0;489.8832092285156;493.9012145996094
1470220905366;41063.0;490.1172180175781;493.802490234375
1470220910367;43563.0;490.66827392578125;499.9000244140625
1470220915378;45663.0;486.843505859375;419.0780334472656
1470220920379;48043.0;486.289794921875;475.9048156738281
1470220925381;50313.0;484.7250061035156;453.8184814453125
1470220930383;52803.0;485.3305969238281;497.9004211425781
1470220935391;55243.0;485.40948486328125;487.1231994628906
1470220940399;57773.0;486.2433166503906;505.1916809082031
1470220945401;60123.0;485.57952880859375;469.81207275390625
1470220950402;62213.0;482.95269775390625;417.9164123535156
1470220955439;64713.0;483.45599365234375;496.3271789550781
1470220960441;67223.0;484.11676025390625;501.7992858886719
1470220965443;69753.0;484.8739929199219;505.8988342285156
1470220970444;72283.0;485.5770568847656;505.7976989746094
1470220975445;74913.0;486.88751220703125;525.8948364257812
1470220980447;76973.0;484.5244140625;411.83526611328125
1470220985448;79483.0;485.0546569824219;501.89959716796875
1470220990450;81983.0;485.491455078125;499.8000793457031
1470220995451;84463.0;485.7908630371094;495.90081787109375
1470221000482;87113.0;486.9422912597656;526.7342529296875
1470221005483;89613.0;487.2946472167969;499.9000244140625
1470221010485;91823.0;486.0931701660156;441.91162109375
1470221015645;94213.0;485.48138427734375;463.0885314941406
1470221020678;96713.0;485.7655029296875;496.72161865234375
1470221025680;99263.0;486.3544616699219;509.79608154296875
1470221028181;100309.0;485.5298156738281;418.2326965332031
1470221028681;100455.0;485.06256103515625;292.0
1470221029181;100487.0;484.0484313964844;64.0
1470221031182;100837.0;481.09716796875;174.91253662109375
1470221031682;100901.0;480.2568359375;128.0
1470221035183;101153.0;473.56494140625;71.97943115234375
