1470231705308;"nbDocs";"average";"imediate"
1470231705809;100.0;142.45013427734375;199.20318603515625
1470231706310;276.0;229.2358856201172;350.5976257324219
1470231707313;755.0;342.0933532714844;477.5672912597656
1470231707813;1162.0;429.2574768066406;814.0
1470231712820;5350.0;693.544189453125;836.4290161132812
1470231717848;9550.0;749.4899291992188;835.3222045898438
1470231722849;14170.0;798.6248168945312;923.8152465820312
1470231727855;17900.0;786.8477783203125;745.1058349609375
1470231732856;22710.0;818.37841796875;961.8076782226562
1470231737858;27580.0;842.0859375;973.610595703125
1470231742859;32570.0;862.712890625;997.8004760742188
1470231747861;37440.0;875.6870727539062;973.610595703125
1470231752862;42220.0;884.077392578125;955.808837890625
1470231757882;45980.0;871.2293701171875;749.0040283203125
1470231762905;50050.0;865.9319458007812;810.2727661132812
1470231767908;54850.0;873.3798217773438;959.42431640625
1470231772921;59650.0;879.5989379882812;957.510498046875
1470231777923;64800.0;889.9020385742188;1029.5882568359375
1470231782934;69600.0;894.2797241210938;957.8926391601562
1470231787970;74870.0;903.5286865234375;1046.4654541015625
1470231792973;78220.0;890.2091064453125;669.5982055664062
1470231797975;83150.0;895.3472290039062;985.6057739257812
1470231802976;88330.0;902.5237426757812;1035.7928466796875
1470231807978;93170.0;905.6886596679688;967.6129760742188
1470231812980;98550.0;913.5657958984375;1075.5697021484375
1470231814983;100406.0;913.8036499023438;926.610107421875
1470231815483;100886.0;914.012939453125;960.0
1470231815984;101062.0;911.4702758789062;351.2973937988281
1470231816985;101149.0;904.0927734375;86.9130859375
