1470153089369;"nbDocs";"average";"imediate"
1470153089870;205.0;291.607421875;408.36651611328125
1470153090870;571.0;335.2906799316406;366.0
1470153091371;899.0;407.8947448730469;654.6906127929688
1470153096395;3985.0;551.4044799804688;614.3738403320312
1470153101409;7245.0;591.8150634765625;650.0498657226562
1470153106410;10845.0;628.9508666992188;719.8560180664062
1470153111419;14445.0;649.1551513671875;718.706298828125
1470153116438;18045.0;661.69189453125;717.2743530273438
1470153121441;21125.0;654.5719604492188;615.7537231445312
1470153126453;24765.0;664.2081298828125;726.2569580078125
1470153131454;27645.0;653.7470092773438;575.7696533203125
1470153136456;31245.0;660.7244873046875;719.712158203125
1470153141457;34845.0;666.3798217773438;719.8560180664062
1470153146459;38445.0;671.0361328125;719.712158203125
1470153151493;42045.0;674.5980834960938;715.1370849609375
1470153156494;45635.0;677.811279296875;717.8563842773438
1470153161496;49245.0;680.8472290039062;721.7113647460938
1470153166497;52245.0;675.6110229492188;599.8800659179688
1470153171506;55845.0;678.232666015625;718.706298828125
1470153176507;60045.0;687.4857177734375;839.83203125
1470153181509;63645.0;689.2313232421875;719.712158203125
1470153186510;67265.0;691.0101318359375;723.8552856445312
1470153191542;71295.0;696.4102172851562;800.8743896484375
1470153196544;74295.0;691.907958984375;599.7601318359375
1470153201572;77895.0;692.9851684570312;715.9904174804688
1470153206573;81615.0;695.15185546875;743.8512573242188
1470153211575;85685.0;699.9951171875;813.6744995117188
1470153216581;89225.0;700.2762451171875;707.1514282226562
1470153221600;92845.0;701.0714721679688;721.2592163085938
1470153226601;96445.0;701.7550659179688;719.8560180664062
1470153231807;99445.0;697.1747436523438;576.2581787109375
1470153233808;100861.0;697.319580078125;707.6461791992188
1470153234308;100988.0;695.7923583984375;254.00001525878906
1470153234808;101073.0;693.9872436523438;170.0
1470153235309;101085.0;691.6902465820312;23.952096939086914
