1465553902487;"nbDocs";"average";"imediate"
1465553902988;20.0;28.490028381347656;39.84063720703125
1465553907992;120.0;21.030494689941406;19.984012603759766
1465553908995;140.0;20.870601654052734;19.960079193115234
1465553909495;160.0;22.19447898864746;39.92015838623047
1465553913533;360.0;32.00853729248047;49.52947235107422
1465553914033;401.0;34.136375427246094;82.0
1465553917034;661.0;44.819637298583984;86.63778686523438
1465553917534;701.0;45.97323989868164;80.0
1465553920535;936.0;51.29048156738281;78.30723571777344
1465553922036;1060.0;53.6708869934082;82.61158752441406
1465553922536;1120.0;55.30864334106445;120.0
1465553927539;1554.0;61.5372428894043;86.74795532226562
1465553932542;1924.0;63.59279251098633;73.97041320800781
1465553937543;2344.0;66.4832534790039;83.96641540527344
1465553942546;2764.0;68.65374755859375;83.94963073730469
1465553947547;3144.0;69.46377563476562;75.98480224609375
1465553952549;3564.0;70.90702819824219;83.96641540527344
1465553957550;4004.0;72.45223236083984;87.9823989868164
1465553962552;4374.0;72.57823944091797;73.97041320800781
1465553967555;4774.0;73.1434555053711;79.95203399658203
1465553972556;5214.0;74.19951629638672;87.9823989868164
1465553977559;5604.0;74.44900512695312;77.9532241821289
1465553982560;6014.0;74.91840362548828;81.98360443115234
1465553987562;6434.0;75.44913482666016;83.96641540527344
1465553992563;6824.0;75.5895767211914;77.9843978881836
1465553997565;7214.0;75.71448516845703;77.96881103515625
1465554002566;7614.0;75.92740631103516;79.98400115966797
1465554007568;8024.0;76.21435546875;81.96720886230469
1465554012569;8414.0;76.29462432861328;77.9843978881836
1465554017571;8824.0;76.5407485961914;81.96720886230469
1465554022572;9224.0;76.68389892578125;79.98400115966797
1465554027574;9624.0;76.81501770019531;79.96800994873047
1465554032575;10014.0;76.85990905761719;77.9843978881836
1465554037599;10394.0;76.81449127197266;75.63694763183594
1465554042601;10814.0;77.06945037841797;83.96641540527344
1465554047603;11214.0;77.16975402832031;79.98400115966797
1465554052604;11604.0;77.19634246826172;77.96881103515625
1465554057608;12004.0;77.28510284423828;79.95203399658203
1465554062609;12404.0;77.36881256103516;79.96800994873047
1465554067622;12784.0;77.32133483886719;75.80291748046875
1465554072623;13204.0;77.51692199707031;83.98320770263672
1465554077625;13624.0;77.70091247558594;83.96641540527344
1465554082626;13994.0;77.59786987304688;73.9852066040039
1465554087628;14414.0;77.76974487304688;83.96641540527344
1465554092670;14804.0;77.75862884521484;77.35025787353516
1465554097672;15184.0;77.71283721923828;75.96961212158203
1465554102673;15604.0;77.86932373046875;83.98320770263672
1465554107675;16004.0;77.92044067382812;79.96800994873047
1465554112676;16384.0;77.87442016601562;75.98480224609375
1465554117678;16814.0;78.06232452392578;85.96561431884766
1465554122679;17194.0;78.01517486572266;75.98480224609375
1465554127682;17564.0;77.9250717163086;73.95562744140625
1465554132683;18004.0;78.14337921142578;87.9823989868164
1465554137694;18394.0;78.13668060302734;77.82878112792969
1465554142726;18764.0;78.0402603149414;73.52941131591797
1465554147727;19214.0;78.28357696533203;89.98200225830078
1465554152729;19604.0;78.27729034423828;77.96881103515625
1465554157730;19954.0;78.11497497558594;69.98600006103516
1465554162732;20404.0;78.34253692626953;89.96401977539062
1465554167733;20814.0;78.4111328125;81.98360443115234
1465554172735;21164.0;78.25534057617188;69.98600006103516
1465554177736;21634.0;78.54057312011719;93.96241760253906
1465554182738;21994.0;78.42367553710938;71.98560333251953
1465554187739;22354.0;78.31061553955078;71.97120666503906
1465554192741;22814.0;78.54573059082031;91.96321868896484
1465554197744;23194.0;78.5018539428711;75.95442962646484
1465554202775;23554.0;78.38555908203125;71.55635070800781
1465554207777;23994.0;78.54241180419922;87.96481323242188
1465554212778;24394.0;78.56563568115234;79.98400115966797
1465554217780;24764.0;78.4927749633789;73.97041320800781
1465554222782;25214.0;78.67180633544922;89.96401977539062
1465554227783;25594.0;78.63052368164062;75.98480224609375
1465554232785;25964.0;78.55999755859375;73.97041320800781
1465554237786;26414.0;78.73025512695312;89.98200225830078
1465554242788;26784.0;78.66033172607422;73.97041320800781
1465554247790;27154.0;78.59243774414062;73.97041320800781
1465554252792;27614.0;78.78324127197266;91.96321868896484
1465554257793;27984.0;78.71575164794922;73.9852066040039
1465554262795;28354.0;78.64990997314453;73.97041320800781
1465554267833;28794.0;78.76962280273438;87.33624267578125
1465554272835;29184.0;78.7588119506836;77.96881103515625
1465554277836;29534.0;78.6419906616211;69.98600006103516
1465554282838;30004.0;78.8433609008789;93.96241760253906
1465554287875;30414.0;78.8767318725586;81.39765930175781
1465554292877;30764.0;78.7626953125;69.97200775146484
1465554297878;31214.0;78.90452575683594;89.98200225830078
1465554302880;31604.0;78.8928451538086;77.96881103515625
1465554307881;31984.0;78.85698699951172;75.98480224609375
1465554312883;32424.0;78.96794128417969;87.96481323242188
1465554317884;32834.0;79.00422668457031;81.98360443115234
1465554322887;33194.0;78.92040252685547;71.95682525634766
1465554327889;33644.0;79.05037689208984;89.98200225830078
1465554332890;34034.0;79.0378189086914;77.96881103515625
1465554337892;34384.0;78.9337158203125;69.97200775146484
1465554342893;34834.0;79.05912017822266;89.98200225830078
1465554347895;35254.0;79.1143798828125;83.98320770263672
1465554352896;35604.0;79.01289367675781;69.97200775146484
1465554357897;36054.0;79.13329315185547;89.98200225830078
1465554362899;36444.0;79.12065124511719;77.96881103515625
1465554367901;36814.0;79.06549072265625;73.9852066040039
1465554372902;37234.0;79.11758422851562;83.96641540527344
1465554377903;37644.0;79.14772033691406;81.98360443115234
1465554382905;38024.0;79.11463928222656;75.96961212158203
1465554387920;38454.0;79.18309020996094;85.7427749633789
1465554392922;38814.0;79.10956573486328;71.97120666503906
1465554397924;39194.0;79.077880859375;75.96961212158203
1465554402925;39624.0;79.1468505859375;85.98280334472656
1465554407927;40024.0;79.15497589111328;79.96800994873047
1465554412928;40414.0;79.14350891113281;77.9843978881836
1465554417930;40844.0;79.20968627929688;85.96561431884766
1465554422932;41244.0;79.21697235107422;79.96800994873047
1465554427933;41624.0;79.18622589111328;75.98480224609375
1465554432935;42044.0;79.23128509521484;83.96641540527344
1465554437978;42424.0;79.19476318359375;75.35197448730469
1465554442980;42784.0;79.12793731689453;71.97120666503906
1465554447981;43194.0;79.15410614013672;81.98360443115234
1465554452983;43574.0;79.12518310546875;75.96961212158203
1465554457984;43954.0;79.096923828125;75.98480224609375
1465554462986;44364.0;79.12252807617188;81.96720886230469
1465554467987;44744.0;79.09478759765625;75.98480224609375
1465554472989;45154.0;79.11996459960938;81.96720886230469
1465554477990;45564.0;79.14483642578125;81.98360443115234
1465554482992;45944.0;79.11748504638672;75.96961212158203
1465554487993;46354.0;79.14196014404297;81.98360443115234
1465554492995;46754.0;79.14895629882812;79.96800994873047
1465554498000;47144.0;79.13864135742188;77.92207336425781
1465554503002;47564.0;79.17884826660156;83.96641540527344
1465554508003;47934.0;79.13597106933594;73.9852066040039
1465554513005;48334.0;79.14277648925781;79.96800994873047
1465554518006;48754.0;79.18209838867188;83.98320770263672
1465554523008;49164.0;79.20453643798828;81.96720886230469
1465554528009;49554.0;79.19478607177734;77.9843978881836
1465554533011;49964.0;79.2167739868164;81.96720886230469
1465554538012;50374.0;79.23854064941406;81.98360443115234
1465554543014;50754.0;79.21302032470703;75.96961212158203
1465554548015;51154.0;79.218994140625;79.98400115966797
1465554553017;51564.0;79.2401123046875;81.96720886230469
1465554558018;51964.0;79.24578857421875;79.98400115966797
1465554563020;52364.0;79.25125885009766;79.96800994873047
1465554568049;52774.0;79.26844787597656;81.52714538574219
1465554573050;53184.0;79.28868865966797;81.98360443115234
1465554578052;53584.0;79.2937240600586;79.96800994873047
1465554583053;53984.0;79.29879760742188;79.98400115966797
1465554588055;54384.0;79.30378723144531;79.98400115966797
1465554593056;54794.0;79.32307434082031;81.96720886230469
1465554598057;55194.0;79.32781982421875;79.98400115966797
1465554603059;55574.0;79.3038558959961;75.96961212158203
1465554608060;55974.0;79.30867004394531;79.98400115966797
1465554613064;56394.0;79.34122467041016;83.93285369873047
1465554618065;56764.0;79.3038101196289;73.9852066040039
1465554623067;57174.0;79.32229614257812;81.96720886230469
1465554628068;57594.0;79.35440826416016;83.98320770263672
1465554633073;57974.0;79.33091735839844;75.92407989501953
1465554638075;58364.0;79.3216552734375;77.96881103515625
1465554643076;58774.0;79.3396224975586;81.98360443115234
1465554648078;59144.0;79.3036117553711;73.97041320800781
1465554653079;59544.0;79.30814361572266;79.98400115966797
1465554658081;59964.0;79.33897399902344;83.96641540527344
1465554663082;60354.0;79.33007049560547;77.9843978881836
1465554668084;60744.0;79.32117462158203;77.96881103515625
1465554673085;61164.0;79.35142517089844;83.98320770263672
1465554678087;61544.0;79.32962799072266;75.96961212158203
1465554683088;61944.0;79.33380889892578;79.98400115966797
1465554688090;62354.0;79.35057830810547;81.96720886230469
1465554693091;62754.0;79.35458374023438;79.98400115966797
1465554698093;63154.0;79.35843658447266;79.96800994873047
1465554703094;63554.0;79.36235046386719;79.98400115966797
1465554708095;63964.0;79.37860870361328;81.98360443115234
1465554713097;64364.0;79.38224792480469;79.96800994873047
1465554718141;64754.0;79.36949157714844;77.31958770751953
1465554723142;65164.0;79.38542175292969;81.98360443115234
1465554728160;65554.0;79.37530517578125;77.72020721435547
1465554733163;65964.0;79.39090728759766;81.96720886230469
1465554738164;66354.0;79.38240051269531;77.96881103515625
1465554743165;66754.0;79.38597106933594;79.98400115966797
1465554748167;67154.0;79.38941192626953;79.96800994873047
1465554753204;67554.0;79.3895492553711;79.41234588623047
1465554758206;67934.0;79.36965942382812;75.98480224609375
1465554763207;68344.0;79.38475036621094;81.96720886230469
1465554768208;68754.0;79.39976501464844;81.98360443115234
1465554773210;69124.0;79.36857604980469;73.97041320800781
1465554778211;69544.0;79.3949203491211;83.98320770263672
1465554783213;69934.0;79.38683319091797;77.96881103515625
1465554788214;70294.0;79.34504699707031;71.98560333251953
1465554793216;70664.0;79.31487274169922;73.97041320800781
1465554798217;70994.0;79.240478515625;65.98680114746094
1465554803219;71354.0;79.20011901855469;71.97120666503906
1465554808220;71754.0;79.2044448852539;79.98400115966797
1465554813222;72134.0;79.18668365478516;75.96961212158203
1465554818240;72524.0;79.17864990234375;77.72020721435547
1465554823242;72914.0;79.17207336425781;77.96881103515625
1465554828255;73314.0;79.1754379272461;79.79253387451172
1465554833257;73704.0;79.16895294189453;77.96881103515625
1465554838259;74104.0;79.17322540283203;79.96800994873047
1465554843262;74484.0;79.1561050415039;75.95442962646484
1465554848263;74894.0;79.17105865478516;81.98360443115234
