1467796288294;"nbDocs";"average";"imediate"
1467796288795;30.0;42.735042572021484;59.8802375793457
1467796291296;139.0;43.39681625366211;43.58256530761719
1467796293296;299.0;57.45580291748047;79.96002197265625
1467796293797;361.0;63.27782440185547;123.75249481201172
1467796295797;801.0;103.95846557617188;220.0
1467796300803;2073.0;163.0870819091797;254.09507751464844
1467796305805;3363.0;189.8605499267578;257.8968505859375
1467796310806;4623.0;203.53086853027344;251.94961547851562
1467796315808;5783.0;208.6520538330078;231.9072265625
1467796320809;6973.0;213.1307830810547;237.95240783691406
1467796325811;8133.0;215.6207733154297;231.9072265625
1467796330812;9333.0;218.46910095214844;239.95201110839844
1467796335814;10523.0;220.5062713623047;237.9048309326172
1467796340815;11743.0;222.73011779785156;243.9512176513672
1467796345817;12923.0;223.87181091308594;235.9056396484375
1467796350818;13873.0;221.16824340820312;189.96202087402344
1467796355820;15063.0;222.40431213378906;237.9048309326172
1467796360821;16263.0;223.61093139648438;239.95201110839844
1467796365823;17473.0;224.78805541992188;241.9032440185547
1467796370824;18673.0;225.70468139648438;239.95201110839844
1467796375826;19873.0;226.5142364501953;239.90403747558594
1467796380828;21043.0;226.9154052734375;233.9532012939453
1467796385829;22213.0;227.273193359375;233.90643310546875
1467796390830;23363.0;227.4036865234375;229.95401000976562
1467796395832;24573.0;228.07684326171875;241.9032440185547
1467796400833;25773.0;228.60362243652344;239.95201110839844
1467796405835;26983.0;229.16860961914062;241.9032440185547
1467796410836;28183.0;229.60797119140625;239.95201110839844
1467796415838;29343.0;229.69798278808594;231.9072265625
1467796420863;30553.0;230.11802673339844;240.7960205078125
1467796425895;31653.0;229.6974639892578;218.6009521484375
1467796430896;32873.0;230.19664001464844;243.9512176513672
1467796435898;34083.0;230.5943603515625;241.9516143798828
1467796440899;35303.0;231.0299835205078;243.90245056152344
1467796445901;36453.0;230.9944305419922;229.9080352783203
1467796450902;37653.0;231.2695770263672;239.95201110839844
1467796455904;38903.0;231.8249053955078;249.90003967285156
1467796460905;39923.0;231.01849365234375;203.95921325683594
1467796465907;41143.0;231.38092041015625;243.90245056152344
1467796470908;42373.0;231.7794952392578;245.9508056640625
1467796475909;43523.0;231.73089599609375;229.95401000976562
1467796480936;44753.0;232.0684051513672;244.67874145507812
1467796485938;45973.0;232.3675994873047;243.90245056152344
1467796490939;47193.0;232.65318298339844;243.9512176513672
1467796495941;48263.0;232.20220947265625;213.91444396972656
1467796500942;49473.0;232.43128967285156;241.9516143798828
1467796505944;50593.0;232.2356414794922;223.91043090820312
1467796510945;51803.0;232.45367431640625;241.9516143798828
1467796515947;53023.0;232.70501708984375;243.90245056152344
1467796520948;54243.0;232.94654846191406;243.9512176513672
1467796525950;55323.0;232.58834838867188;215.91363525390625
1467796530985;56573.0;232.9132537841797;248.2621612548828
1467796535987;57743.0;232.9333038330078;233.90643310546875
1467796540988;58913.0;232.95347595214844;233.9532012939453
1467796545990;60123.0;233.12705993652344;241.9032440185547
1467796550991;61343.0;233.33294677734375;243.9512176513672
1467796555993;62453.0;233.11968994140625;221.91123962402344
1467796560994;63663.0;233.2815399169922;241.9516143798828
1467796565996;64813.0;233.2208251953125;229.9080352783203
1467796571026;66033.0;233.3865966796875;242.5447235107422
1467796576028;67273.0;233.6387176513672;247.90084838867188
1467796581029;68503.0;233.84890747070312;245.9508056640625
1467796586031;69713.0;233.98414611816406;241.9032440185547
1467796591040;70783.0;233.64735412597656;213.61549377441406
1467796596041;71993.0;233.78221130371094;241.9516143798828
1467796601043;73163.0;233.78419494628906;233.90643310546875
1467796606044;74423.0;234.06993103027344;251.94961547851562
1467796611046;75643.0;234.2222137451172;243.90245056152344
1467796616047;76863.0;234.37057495117188;243.9512176513672
1467796621049;77973.0;234.18338012695312;221.91123962402344
1467796626051;79183.0;234.2976531982422;241.9032440185547
1467796631053;80343.0;234.26278686523438;231.9072265625
1467796636054;81563.0;234.4020233154297;243.9512176513672
1467796641056;82783.0;234.5366668701172;243.90245056152344
1467796646057;84013.0;234.69613647460938;245.9508056640625
1467796651059;85123.0;234.5199432373047;221.91123962402344
1467796656060;86353.0;234.67530822753906;245.9508056640625
1467796661082;87513.0;234.62559509277344;230.98367309570312
1467796666083;88753.0;234.80189514160156;247.95040893554688
1467796671085;89983.0;234.9468536376953;245.90164184570312
1467796676086;91233.0;235.14022827148438;249.95001220703125
1467796681088;92333.0;234.9464111328125;219.9120330810547
1467796686089;93573.0;235.10980224609375;247.95040893554688
1467796691091;94703.0;234.99562072753906;225.90963745117188
1467796696092;95913.0;235.0808868408203;241.9516143798828
1467796701094;97163.0;235.2609405517578;249.95001220703125
1467796706095;98393.0;235.3882598876953;245.90164184570312
1467796711096;99493.0;235.205810546875;219.9560089111328
1467796715098;100502.0;235.3643798828125;252.1239471435547
1467796715598;100560.0;235.22476196289062;116.0
1467796716598;100734.0;235.08189392089844;174.0
1467796717098;100814.0;234.994384765625;160.0
1467796717599;100875.0;234.8623046875;121.75648498535156
1467796718099;100940.0;234.7403564453125;130.0
1467796720100;101089.0;233.99851989746094;74.5
1467796721100;101149.0;233.5961456298828;59.940059661865234
1467796722100;101160.0;233.08326721191406;11.0
