1469113918636;"nbDocs";"average";"imediate"
1469113919136;20.0;28.490028381347656;39.84063720703125
1469113923140;130.0;27.624309539794922;27.4725284576416
1469113923640;156.0;29.965425491333008;52.0
1469113926641;403.0;49.10442352294922;82.30590057373047
1469113928142;533.0;54.90317153930664;86.60892486572266
1469113929142;579.0;54.071720123291016;46.0
1469113932143;946.0;69.00576782226562;122.29257202148438
1469113934644;1306.0;80.56755065917969;143.94241333007812
1469113935144;1326.0;79.35368347167969;40.0
1469113940146;2176.0;100.22107696533203;169.93202209472656
1469113945148;3056.0;114.39694213867188;175.92962646484375
1469113950156;3736.0;117.77315521240234;135.78274536132812
1469113955157;4476.0;121.88545989990234;147.9704132080078
1469113960159;5326.0;127.64530181884766;169.93202209472656
1469113965160;6126.0;131.104736328125;159.96800231933594
1469113970162;6866.0;132.7327423095703;147.94082641601562
1469113975163;7646.0;134.78115844726562;155.9687957763672
1469113980165;8366.0;135.5234832763672;143.94241333007812
1469113985167;9086.0;136.15452575683594;143.94241333007812
1469113990168;9846.0;137.257080078125;151.9696044921875
1469113995170;10596.0;138.0838165283203;149.94003295898438
1469114000171;11406.0;139.5451202392578;161.9676055908203
1469114005173;12146.0;140.02928161621094;147.94082641601562
1469114010174;12876.0;140.35317993164062;145.97080993652344
1469114015187;13636.0;140.9362030029297;151.6058349609375
1469114020189;14396.0;141.4784698486328;151.9696044921875
1469114025193;15146.0;141.87094116210938;149.8501434326172
1469114030194;15886.0;142.1438751220703;147.9704132080078
1469114035196;16656.0;142.64913940429688;153.9384307861328
1469114040198;17446.0;143.27716064453125;157.93682861328125
1469114045199;18166.0;143.30453491210938;143.97120666503906
1469114050201;18866.0;143.17697143554688;139.9440155029297
1469114055202;19586.0;143.2060089111328;143.97120666503906
1469114060209;20396.0;143.86175537109375;161.7735137939453
1469114065211;21186.0;144.34141540527344;157.93682861328125
1469114070224;21926.0;144.44955444335938;147.61619567871094
1469114075226;22616.0;144.24205017089844;137.94482421875
1469114080227;23406.0;144.6663360595703;157.96839904785156
1469114085229;24236.0;145.30410766601562;165.93362426757812
1469114090230;24986.0;145.43994140625;149.9700164794922
1469114095232;25656.0;145.11476135253906;133.9464111328125
1469114100233;26436.0;145.41334533691406;155.9687957763672
1469114105235;27236.0;145.80221557617188;159.93601989746094
1469114110236;28036.0;146.17156982421875;159.96800231933594
1469114115238;28726.0;145.9624786376953;137.94482421875
1469114120239;29436.0;145.8635711669922;141.9716033935547
1469114125245;30206.0;146.05606079101562;153.81541442871094
1469114130258;31026.0;146.4706573486328;163.57470703125
1469114135260;31756.0;146.4584503173828;145.94163513183594
1469114140262;32486.0;146.44744873046875;145.97080993652344
1469114145263;33266.0;146.65673828125;155.9376220703125
1469114150265;34116.0;147.15892028808594;169.93202209472656
1469114155267;34856.0;147.17543029785156;147.94082641601562
1469114160268;35606.0;147.2332305908203;149.9700164794922
1469114165270;36336.0;147.20704650878906;145.94163513183594
1469114170271;37146.0;147.5001678466797;161.9676055908203
1469114175273;37956.0;147.7812957763672;161.9352264404297
1469114180274;38676.0;147.70852661132812;143.97120666503906
1469114185276;39426.0;147.75035095214844;149.94003295898438
1469114190277;40226.0;147.97511291503906;159.96800231933594
1469114195279;41016.0;148.1551055908203;157.93682861328125
1469114200280;41766.0;148.18731689453125;149.9700164794922
1469114205282;42496.0;148.1481475830078;145.94163513183594
1469114210283;43306.0;148.3849639892578;161.9676055908203
1469114215284;44116.0;148.61378479003906;161.9676055908203
1469114220286;44876.0;148.66888427734375;151.93922424316406
1469114225288;45566.0;148.4940643310547;137.94482421875
1469114230289;46326.0;148.5498046875;151.9696044921875
1469114235301;47196.0;148.94578552246094;173.58340454101562
1469114240303;47936.0;148.93016052246094;147.94082641601562
1469114245305;48676.0;148.91502380371094;147.94082641601562
1469114250322;49566.0;149.34556579589844;177.3968505859375
1469114255324;50346.0;149.44387817382812;155.9687957763672
1469114260333;51026.0;149.24290466308594;135.72853088378906
1469114265338;51716.0;149.07870483398438;137.8621368408203
1469114270340;52576.0;149.40353393554688;171.9312286376953
1469114275341;53376.0;149.55157470703125;159.96800231933594
1469114280360;54066.0;149.38412475585938;137.4775848388672
1469114285362;54886.0;149.5824737548828;163.93441772460938
1469114290364;55696.0;149.7486114501953;161.9352264404297
1469114295366;56386.0;149.5919647216797;137.94482421875
1469114300370;57166.0;149.67430114746094;155.8752899169922
1469114305371;57986.0;149.85902404785156;163.9672088623047
1469114310373;58746.0;149.88555908203125;151.93922424316406
1469114315374;59466.0;149.81106567382812;143.97120666503906
1469114320376;60166.0;149.68826293945312;139.9440155029297
1469114325377;60886.0;149.6179962158203;143.97120666503906
1469114330378;61756.0;149.91357421875;173.96519470214844
1469114335384;62526.0;149.96043395996094;153.81541442871094
1469114340386;63196.0;149.7709503173828;133.97320556640625
1469114345387;64006.0;149.91346740722656;161.9352264404297
1469114350389;64856.0;150.14561462402344;169.9660186767578
1469114355390;65556.0;150.02883911132812;139.9440155029297
1469114360391;66226.0;149.84715270996094;133.97320556640625
1469114365393;67066.0;150.04954528808594;167.93283081054688
1469114370394;67886.0;150.20355224609375;163.9672088623047
1469114375396;68596.0;150.11312866210938;141.94322204589844
1469114380397;69346.0;150.11158752441406;149.9700164794922
