marklogic.CommitAndSearchSimulationREST	commitandsearchsimulationrest	RUN	1466426537573	 	2.0
commit&search	3794108188261465047-0	USER	START	1466426537596	0
commit&search	3794108188261465047-1	USER	START	1466426537599	0
commit&search	3794108188261465047-2	USER	START	1466426537599	0
commit&search	3794108188261465047-3	USER	START	1466426537599	0
commit&search	3794108188261465047-4	USER	START	1466426537599	0
commit&search	3794108188261465047-5	USER	START	1466426537599	0
commit&search	3794108188261465047-6	USER	START	1466426537599	0
commit&search	3794108188261465047-7	USER	START	1466426537599	0
commit&search	3794108188261465047-8	USER	START	1466426537599	0
commit&search	3794108188261465047-9	USER	START	1466426537599	0
commit&search	3794108188261465047-10	USER	START	1466426537600	0
commit&search	3794108188261465047-11	USER	START	1466426537600	0
commit&search	3794108188261465047-12	USER	START	1466426537600	0
commit&search	3794108188261465047-13	USER	START	1466426537600	0
commit&search	3794108188261465047-14	USER	START	1466426537600	0
commit&search	3794108188261465047-15	USER	START	1466426537600	0
commit&search	3794108188261465047-16	USER	START	1466426537600	0
commit&search	3794108188261465047-17	USER	START	1466426537600	0
commit&search	3794108188261465047-18	USER	START	1466426537600	0
commit&search	3794108188261465047-19	USER	START	1466426537600	0
commit&search	3794108188261465047-4	REQUEST		search	1466426537642	1466426537653	1466426540323	1466426540323	OK	 
commit&search	3794108188261465047-16	REQUEST		search	1466426537657	1466426537661	1466426540324	1466426540324	OK	 
commit&search	3794108188261465047-17	REQUEST		search	1466426537660	1466426537667	1466426540328	1466426540328	OK	 
commit&search	3794108188261465047-17	REQUEST		search	1466426540355	1466426540358	1466426540407	1466426540407	OK	 
commit&search	3794108188261465047-0	REQUEST		search	1466426537639	1466426537653	1466426540554	1466426540554	OK	 
commit&search	3794108188261465047-15	REQUEST		search	1466426537648	1466426537662	1466426540576	1466426540576	OK	 
commit&search	3794108188261465047-3	REQUEST		commit	1466426537642	1466426537657	1466426540894	1466426540894	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426537650	1466426537657	1466426540899	1466426540899	OK	 
commit&search	3794108188261465047-19	REQUEST		commit	1466426537665	1466426537671	1466426540907	1466426540907	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426540900	1466426540907	1466426540918	1466426540918	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426540920	1466426540921	1466426540930	1466426540930	OK	 
commit&search	3794108188261465047-10	REQUEST		commit	1466426537652	1466426537660	1466426540954	1466426540954	OK	 
commit&search	3794108188261465047-7	REQUEST		search	1466426540931	1466426540932	1466426540955	1466426540955	OK	 
commit&search	3794108188261465047-12	REQUEST		commit	1466426537661	1466426537667	1466426540963	1466426540963	OK	 
commit&search	3794108188261465047-2	REQUEST		commit	1466426537642	1466426537660	1466426540964	1466426540964	OK	 
commit&search	3794108188261465047-6	REQUEST		commit	1466426537648	1466426537657	1466426540966	1466426540966	OK	 
commit&search	3794108188261465047-13	REQUEST		commit	1466426537661	1466426537668	1466426540973	1466426540973	OK	 
commit&search	3794108188261465047-11	REQUEST		commit	1466426537653	1466426537660	1466426540980	1466426540980	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426540956	1466426540970	1466426540985	1466426540985	OK	 
commit&search	3794108188261465047-9	REQUEST		commit	1466426537652	1466426537662	1466426540993	1466426540993	OK	 
commit&search	3794108188261465047-14	REQUEST		commit	1466426537662	1466426537670	1466426540996	1466426540996	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426540577	1466426540580	1466426540997	1466426540997	OK	 
commit&search	3794108188261465047-17	REQUEST		commit	1466426540408	1466426540416	1466426540997	1466426540997	OK	 
commit&search	3794108188261465047-18	REQUEST		commit	1466426537664	1466426537670	1466426540998	1466426540998	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426540986	1466426540999	1466426541026	1466426541026	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426540998	1466426541027	1466426541046	1466426541046	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541028	1466426541048	1466426541071	1466426541071	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426537645	1466426537653	1466426541083	1466426541083	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541071	1466426541077	1466426541083	1466426541083	OK	 
commit&search	3794108188261465047-15	REQUEST		search	1466426541047	1466426541056	1466426541128	1466426541128	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541084	1466426541085	1466426541132	1466426541132	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541133	1466426541135	1466426541164	1466426541164	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541129	1466426541131	1466426541167	1466426541167	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541168	1466426541181	1466426541198	1466426541198	OK	 
commit&search	3794108188261465047-7	REQUEST		search	1466426541084	1466426541089	1466426541217	1466426541217	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541165	1466426541180	1466426541220	1466426541220	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541221	1466426541226	1466426541244	1466426541244	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541198	1466426541214	1466426541251	1466426541251	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541245	1466426541246	1466426541263	1466426541263	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541218	1466426541220	1466426541264	1466426541264	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541264	1466426541265	1466426541276	1466426541276	OK	 
commit&search	3794108188261465047-7	REQUEST		search	1466426541265	1466426541266	1466426541311	1466426541311	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541276	1466426541286	1466426541315	1466426541315	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541312	1466426541316	1466426541321	1466426541321	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541252	1466426541260	1466426541346	1466426541346	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541322	1466426541338	1466426541387	1466426541387	OK	 
commit&search	3794108188261465047-15	REQUEST		search	1466426541347	1466426541357	1466426541398	1466426541398	OK	 
commit&search	3794108188261465047-5	REQUEST		search	1466426541316	1466426541322	1466426541400	1466426541400	OK	 
commit&search	3794108188261465047-7	REQUEST		search	1466426541389	1466426541397	1466426541414	1466426541414	OK	 
commit&search	3794108188261465047-5	REQUEST		search	1466426541401	1466426541404	1466426541424	1466426541424	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541399	1466426541410	1466426541455	1466426541455	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541425	1466426541434	1466426541464	1466426541464	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541414	1466426541427	1466426541468	1466426541468	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541456	1466426541459	1466426541480	1466426541480	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541465	1466426541466	1466426541483	1466426541483	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541469	1466426541477	1466426541515	1466426541515	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541481	1466426541496	1466426541517	1466426541517	OK	 
commit&search	3794108188261465047-16	REQUEST		commit	1466426540355	1466426541516	1466426541545	1466426541545	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541516	1466426541522	1466426541545	1466426541545	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541484	1466426541485	1466426541555	1466426541555	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541546	1466426541564	1466426541582	1466426541582	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541555	1466426541565	1466426541591	1466426541591	OK	 
commit&search	3794108188261465047-16	REQUEST		search	1466426541546	1466426541547	1466426541608	1466426541608	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541583	1466426541606	1466426541617	1466426541617	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541591	1466426541604	1466426541621	1466426541621	OK	 
commit&search	3794108188261465047-16	REQUEST		commit	1466426541609	1466426541612	1466426541642	1466426541642	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541622	1466426541623	1466426541647	1466426541647	OK	 
commit&search	3794108188261465047-15	REQUEST		search	1466426541518	1466426541522	1466426541655	1466426541655	OK	 
commit&search	3794108188261465047-7	REQUEST		search	1466426541617	1466426541622	1466426541660	1466426541660	OK	 
commit&search	3794108188261465047-16	REQUEST		commit	1466426541642	1466426541644	1466426541670	1466426541670	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541647	1466426541656	1466426541672	1466426541672	OK	 
commit&search	3794108188261465047-1	REQUEST		commit	1466426537639	1466426537657	1466426541685	1466426541685	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541661	1466426541680	1466426541702	1466426541702	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541672	1466426541674	1466426541716	1466426541716	OK	 
commit&search	3794108188261465047-15	REQUEST		search	1466426541656	1466426541659	1466426541733	1466426541733	OK	 
commit&search	3794108188261465047-1	REQUEST		search	1466426541686	1466426541697	1466426541734	1466426541734	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541702	1466426541726	1466426541747	1466426541747	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541717	1466426541724	1466426541762	1466426541762	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541748	1466426541749	1466426541770	1466426541770	OK	 
commit&search	3794108188261465047-15	REQUEST		commit	1466426541734	1466426541735	1466426541779	1466426541779	OK	 
commit&search	3794108188261465047-12	REQUEST		commit	1466426540966	1466426541753	1466426541781	1466426541781	OK	 
commit&search	3794108188261465047-5	REQUEST		commit	1466426541762	1466426541766	1466426541789	1466426541789	OK	 
commit&search	3794108188261465047-7	REQUEST		commit	1466426541771	1466426541782	1466426541804	1466426541804	OK	 
