1470229892101;"nbDocs";"average";"imediate"
1470229892601;105.0;149.57266235351562;209.16334533691406
1470229893602;382.0;224.44183349609375;277.0
1470229894602;1040.0;384.7576599121094;657.3426513671875
1470229895102;1326.0;413.98687744140625;572.0
1470229900104;3994.0;486.7763671875;533.3866577148438
1470229905131;6344.0;479.4437561035156;467.4756164550781
1470229910133;8694.0;476.8277282714844;469.9060363769531
1470229915134;11144.0;479.6212463378906;489.8040771484375
1470229920135;13594.0;481.442138671875;489.9020080566406
1470229925137;15984.0;480.8953552246094;477.8088684082031
1470229930138;18364.0;480.24267578125;475.9048156738281
1470229935140;20424.0;472.3294982910156;411.83526611328125
1470229940141;22834.0;473.3219909667969;481.90362548828125
1470229945143;25304.0;475.24603271484375;493.802490234375
1470229950178;27564.0;472.96624755859375;448.8580017089844
1470229955180;30184.0;476.9836120605469;523.7904663085938
1470229960182;32704.0;478.9479064941406;503.7984924316406
1470229965183;34844.0;475.46533203125;427.9143981933594
1470229970185;37234.0;475.61505126953125;477.8088684082031
1470229975186;39764.0;477.4334411621094;505.8988342285156
1470229980188;42174.0;477.6866760253906;481.90362548828125
1470229985189;44644.0;478.5507507324219;493.802490234375
1470229990190;47244.0;480.6543884277344;519.8960571289062
1470229995192;49344.0;477.70904541015625;419.83209228515625
1470230000193;51594.0;476.42529296875;449.9100036621094
1470230005195;54124.0;477.7220764160156;505.7976989746094
1470230010196;56524.0;477.8143310546875;479.9040222167969
1470230015198;58984.0;478.3818054199219;491.80328369140625
1470230020199;61314.0;477.89556884765625;465.9068298339844
1470230025201;63344.0;475.1916809082031;405.837646484375
1470230030202;65744.0;475.362060546875;479.9040222167969
1470230035204;68144.0;475.5172424316406;479.8080749511719
1470230040205;70764.0;477.1485900878906;523.8952026367188
1470230045207;73444.0;479.061767578125;535.78564453125
1470230050213;75824.0;478.9468994140625;475.4294738769531
1470230055245;77930.0;477.08544921875;418.5214538574219
1470230060253;80320.0;477.0899353027344;477.2364196777344
1470230065263;82670.0;476.8579406738281;469.0618896484375
1470230070265;85020.0;476.66033935546875;469.81207275390625
1470230075266;87450.0;476.91241455078125;485.9028015136719
1470230080268;89850.0;476.9892883300781;479.8080749511719
1470230085291;92370.0;477.63092041015625;501.6922302246094
1470230090293;94280.0;475.2159729003906;381.8472595214844
1470230095323;96620.0;474.96856689453125;465.208740234375
1470230100325;99070.0;475.3245849609375;489.8040771484375
1470230104826;100917.0;473.951171875;410.3532409667969
1470230105326;101012.0;473.28594970703125;190.0
1470230105826;101072.0;472.4602355957031;120.0
1470230106327;101129.0;471.6221618652344;113.77245330810547
