1470043572106;"nbDocs";"average";"imediate"
1470043572610;70.0;99.71509552001953;139.44223022460938
1470043573110;210.0;174.1293487548828;277.7778015136719
1470043575111;643.0;200.4989013671875;216.3917999267578
1470043575611;919.0;247.90936279296875;552.0
1470043577112;1459.0;280.14593505859375;359.7601623535156
1470043582131;3714.0;363.1918640136719;449.3822021484375
1470043587141;5954.0;390.75933837890625;447.0165710449219
1470043592164;8404.0;414.8074951171875;487.7563171386719
1470043597166;10874.0;430.4488830566406;493.802490234375
1470043602168;13404.0;442.9170837402344;505.8988342285156
1470043607188;15674.0;444.2239990234375;452.1011657714844
1470043612189;18124.0;449.8945007324219;489.9020080566406
1470043617191;20804.0;459.38128662109375;535.78564453125
1470043622193;23464.0;466.5831604003906;531.7872924804688
1470043627195;26254.0;474.84173583984375;557.888427734375
1470043632221;29074.0;482.0199890136719;560.9707641601562
1470043637223;32004.0;489.9646301269531;585.7657470703125
1470043642225;34334.0;488.24676513671875;465.81365966796875
1470043647226;36234.0;481.0546569824219;379.9240417480469
1470043652228;39154.0;487.4508361816406;583.7665405273438
1470043657230;41874.0;490.7588806152344;543.8912353515625
1470043662231;44774.0;495.6878967285156;579.7681274414062
1470043667238;47604.0;499.33917236328125;565.208740234375
1470043672240;50154.0;499.8604736328125;509.79608154296875
1470043677241;52924.0;502.425537109375;553.8892211914062
1470043682244;54964.0;498.1330261230469;407.7553405761719
1470043687266;57704.0;500.1993713378906;545.599365234375
1470043692269;60484.0;502.5048828125;555.6666259765625
1470043697295;63204.0;504.0553283691406;541.1858520507812
1470043702297;66044.0;506.4996032714844;567.7728881835938
1470043707305;68774.0;507.9283142089844;545.1278076171875
1470043712307;71234.0;507.3538513183594;491.80328369140625
1470043717714;73844.0;506.4398498535156;482.70758056640625
1470043722716;76564.0;507.6784362792969;543.782470703125
1470043727717;79444.0;509.86761474609375;575.8848266601562
1470043732759;82364.0;512.0387573242188;579.13525390625
1470043737760;84974.0;512.3359985351562;521.8956298828125
1470043742762;87784.0;513.7833862304688;561.7752685546875
1470043747763;89874.0;511.05712890625;417.9164123535156
1470043752791;92634.0;512.1097412109375;548.926025390625
1470043757796;95514.0;513.814453125;575.424560546875
1470043762798;98394.0;515.4379272460938;575.7696533203125
1470043766799;100526.0;515.7957153320312;532.8667602539062
1470043767299;100556.0;514.62939453125;60.0
1470043768300;100817.0;513.3352661132812;260.7392578125
1470043768800;100927.0;512.5903930664062;220.0
1470043769300;100961.0;511.4642333984375;68.0
1470043769801;101031.0;510.52569580078125;140.0
1470043770301;101079.0;509.47845458984375;95.80838775634766
1470043770801;101089.0;508.24798583984375;20.0
1470043771802;101104.0;505.78045654296875;15.0
